"gene_id","gene_symbol","logFC.Early_vs_Thin","logFC.Early_vs_Mature","logFC.Thin_vs_Mature","logCPM","PValue","FDR","F"
"YMR105C","PGM2",-2.31007568249976,0.755593656698015,3.06566933919777,5.2647015502416,1.61820106933827e-09,2.00420122685359e-07,177.699317436547
"YOR384W","FRE5",5.70263261071605,4.27089127475505,-1.431741335961,1.35626525952205,1.68226779104503e-09,2.03394186736349e-07,139.08631026991
"YDL210W","UGA4",3.30535890122069,3.25404200643279,-0.0513168947878917,3.48996954700071,1.76156190052565e-09,2.08028170485331e-07,175.191344879369
"YOL126C","MDH2",3.19916514873928,1.98613011890842,-1.21303502983087,4.32551595938891,2.14325436020921e-09,2.43612118630094e-07,169.162484953203
"YPL106C","SSE1",-3.20413791777547,-1.86054523652671,1.34359268124877,7.13110892419031,2.1588312994002e-09,2.43612118630094e-07,168.912547105559
"YMR319C","FET4",3.32851149110828,3.32311508555591,-0.00539640555236341,3.88223939672786,2.28273128182845e-09,2.51993683676627e-07,167.341837582071
"YKR069W","MET1",-2.82868623645952,-0.722966977383599,2.10571925907592,3.77198388580275,2.51716702466432e-09,2.69317202881757e-07,164.443569933665
"YJR120W","DMO1",-3.23098193201635,-1.28149514206147,1.94948678995488,4.67121672322895,2.54573173263575e-09,2.69317202881757e-07,164.1001023526
"YGR125W","VSB1",2.44790359483735,1.53219565205294,-0.915707942784404,6.44977435617817,2.61501827580536e-09,2.71001281725298e-07,163.309006597772
"YHR087W","RTC3",-3.91903347788468,-0.138114800024152,3.78091867786053,5.51497092493251,2.75074712024428e-09,2.79365877532009e-07,161.8791312198
"YEL072W","RMD6",9.04687301697413,-0.711802332255923,-9.75867534923005,2.21919787755276,3.07708380040151e-09,3.00214151474974e-07,265.419449916074
"YDR432W","NPL3",-2.8166360749117,-0.265320654826983,2.55131542008472,4.74291256882774,3.15162058603658e-09,3.00214151474974e-07,158.03919375991
"YNL036W","NCE103",-3.54755100889632,-3.34512756986575,0.202423439030568,5.73416837994367,3.16880765084649e-09,3.00214151474974e-07,157.884470993305
