"gene_id","gene_symbol","logFC","logCPM","PValue","FDR","F"
"YGL207W","SPT16",-0.541679293630626,4.49811615251393,0.000595680461771465,0.00224230199027094,21.5714489157475
"YMR087W","PDL32",0.758370307448176,1.89605650429976,0.00059865433958087,0.00225182721214197,21.5494205846894
"YEL022W","GEA2",0.74169941622366,2.98842477292149,0.000602731521973517,0.00226548532093377,21.5085715948647
"YOR129C","AFI1",1.16024950526936,1.73199946908653,0.000607295051199744,0.00228094990384046,21.4742826219308
"YAL067C","SEO1",-0.816409098961145,2.85819072599875,0.000608410733573786,0.00228345137109215,21.4576495247943
"YHR100C","GEP4",0.791239321939355,2.13101983548489,0.000608862797062631,0.00228346032753622,21.4553852940818
"YPL022W","RAD1",0.710473514003472,3.60909785339377,0.000609561662634405,0.00228439418661071,21.4464931461037
"YDL176W","GID12",0.706827461312847,2.14886477226936,0.000611219362141701,0.00228891734583743,21.4344061421763
"YFR048W","RMD8",0.602998734457252,2.47345415043724,0.000612632648742227,0.00229143406173323,21.4205637628054
"YGR250C","RIE1",-0.634355297124658,5.09786467995735,0.000612793906229565,0.00229143406173323,21.4169015804909
"YMR193W","MRPL24",-1.26988409956318,3.94113385090691,0.000613719218998957,0.00229320544082171,21.4093234605674
"YMR112C","MED11",-1.37947912645368,1.64893941318979,0.000616537930989382,0.002302043833503,21.3916810311581
"YBR145W","ADH5",0.678848777431834,3.42830460350751,0.000618316628777411,0.00230698886181609,21.3691044299665
"YHL031C","GOS1",-0.640262380075881,3.39443824428102,0.000623807743854275,0.00232576778508958,21.3209966595903
"YPL055C","LGE1",-0.989851470542995,2.86464692472284,0.000624294278795508,0.00232587406289331,21.3176317775417
"YBR039W","ATP3",-0.613472677734243,6.46791900218741,0.000627379002780383,0.0023356529150431,21.2892891530624
"YPL272C","PBI1",0.735844246100015,2.32758827004293,0.000632315470439884,0.00235230619699174,21.2495239081938
"YDR288W","NSE3",0.656647109298096,2.01045316202407,0.000634854161782706,0.00236002154724201,21.2291578195992
"YAL063C","FLO9",0.698147642976448,3.17116333126743,0.000636635042268512,0.00236491056667118,21.2111967693174
"YOR137C","SIA1",0.852754803031045,3.17830284711908,0.00063769064947134,0.00236710023246745,21.2022666877848
"YPL047W","SGF11",1.13265735784061,1.31495931645832,0.000642150138782335,0.00238191264042125,21.1808473817338
"YDL035C","GPR1",0.790702337127424,4.30348779178289,0.000643346980319667,0.00238461019420676,21.1538143150176
"YDR118W","APC4",0.863907929306011,1.76646855510995,0.000647493893187486,0.0023982304811131,21.1260525691298
"YOR313C","SPS4",-1.83281276600274,0.0376655396484901,0.000648783200598279,0.00240097709674276,21.2142295379498
"YCR015C","CTO1",0.840076305734914,1.10266135541051,0.000649507615748556,0.00240097709674276,21.1284374731593
"YER139C","RTR1",0.981610088632808,1.22862541370283,0.000649653905262811,0.00240097709674276,21.1260912693758
"YGR180C","RNR4",-0.825545695096016,5.72122488578479,0.000650252515256215,0.00240144165270622,21.0960341482844
"YHR013C","ARD1",-1.09016994018344,1.56139374823062,0.00065230578614187,0.00240672676084411,21.0874979776183
"YJR035W","RAD26",0.694759803964433,3.41286265702367,0.000652631498558949,0.00240672676084411,21.0771977531055
"YPL226W","NEW1",1.02370563735633,4.68452015394006,0.000660791648631402,0.00242991209480727,21.0099403590944
"YER157W","COG3",0.708888601280714,2.23442082892153,0.000661008041448339,0.00242991209480727,21.0113100996143
"YGR119C","NUP57",-0.897222062947906,2.44620464175665,0.000661259562627208,0.00242991209480727,21.0080461539089
"YFL054C","AQY3",1.62816580683559,1.01539487631155,0.000661309273634561,0.00242991209480727,19.7482218825373
"YNL031C","HHT2",-0.604163602009605,6.78400818474324,0.000661311247543057,0.00242991209480727,21.0054297084994
"YCL069W","VBA3",0.920670631068486,1.31333456827494,0.000662074858683895,0.00243095888098107,21.016270658987
"YCR075C","ERS1",1.04048025685154,1.12115474496464,0.000662737802627645,0.00243163479894738,21.0096256886666
"YJR132W","NMD5",1.11096605387139,2.37185139777724,0.000665925254940936,0.00244156566396395,20.9714115754048
"YPL079W","RPL21B",-0.763897890067453,4.93178889941072,0.000667845699593461,0.00244684016055959,20.9527515308775
"YMR226C","ORA1",0.677882038801644,5.18264736893565,0.0006689087925417,0.00244737303986954,20.9442736628042
"YGR086C","PIL1",-0.612035941204752,5.95361432991781,0.000668955056978912,0.00244737303986954,20.9438449033424
"YDR287W","INM2",0.787207232497457,1.32796675457735,0.000670828725898749,0.00245246095760536,20.938853904626
"YKR014C","YPT52",-0.895032263881198,3.68073876286514,0.000672246649552452,0.00245587660894054,20.9181929301685
"YBR132C","AGP2",0.718829722937984,2.91542932354559,0.000680686190146405,0.00248492054174223,20.8523087880907
"YDR329C","PEX3",-0.601813724083823,3.9152114145792,0.000682611223799027,0.00249015789831283,20.8363314949759
"YLR103C","CDC45",-1.00958287581022,2.9475891069731,0.000685068190932448,0.00249732682954413,20.8180051770955
"YLL034C","RIX7",-0.82627943603477,2.0437964776691,0.000686782110828011,0.00250177873657435,20.8068226558984
"YLR332W","MID2",-0.759923078287049,2.933682836304,0.000690899955443724,0.00251497489157221,20.7727668847906
"YML120C","NDI1",-0.560007327703162,5.88729873609148,0.000694346251018448,0.00252570935721467,20.7450300827299
"YOL039W","RPP2A",-1.04222865595234,3.87256735769075,0.00069656572840487,0.00253041626017374,20.728518086513
"YMR071C","TVP18",-0.691754224467231,3.27001645948729,0.000696636851461775,0.00253041626017374,20.7283730042414
"YKL219W","COS9",1.07208237475653,1.25260297731146,0.000699158781545735,0.00253772837319305,20.7312702077287
"YBR014C","GRX7",-0.810693169619686,2.76541066924046,0.000699649413641251,0.00253772837319305,20.7060431404477
"YCR018C","SRD1",1.55282417406053,0.0577074679891433,0.000703297472847086,0.00254913959109029,20.6860586690199
"YLR276C","DBP9",-1.16039748936576,3.38788196396621,0.000713155525517392,0.00258302693193817,20.6042316801562
"YOR018W","ROD1",0.664772904624553,2.63819415599824,0.000713912302286152,0.0025839249258796,20.5993439196293
"YDR155C","CPR1",-0.603018939430461,6.60544638103639,0.000714527734705693,0.00258431042509652,20.5929919428654
"YKR065C","PAM17",-0.696905830058079,3.08801691014839,0.000715277203152691,0.0025851798132451,20.58842206543
"YBL067C","UBP13",0.544274452841889,3.89719343931902,0.000716165770892007,0.00258655034465833,20.5813581055645
"YBR114W","RAD16",-0.625175775509759,3.86871355822469,0.000721749590637677,0.00260307965752198,20.540346664128
"YLR180W","SAM1",-0.970078187669961,3.05393871111991,0.000721767656122675,0.00260307965752198,20.5408810096854
"YGL013C","PDR1",0.534320447238741,3.86054965885713,0.000723748195653854,0.00260837000534441,20.5256471295866
"YLR430W","SEN1",0.501953442105965,4.64385543079229,0.000725938084027877,0.00261440680191032,20.5093640919789
"YNCL0042C","SNR55",-1.65308191131466,0.760903962390733,0.000727995121620332,0.00261995692954504,20.5357970714018
"YNL159C","ASI2",0.782037506545061,2.36851860619945,0.000736432077964492,0.00264843582432466,20.4363706981707
"YDR214W","AHA1",-0.60280102748655,4.21921827388834,0.000736951520238429,0.00264843582432466,20.4301357688388
"YNR010W","CSE2",-1.20309507590882,1.41611560033392,0.000737855986916187,0.002649810962914,20.431918394236
"YJR075W","HOC1",0.58559614690693,3.46540166332739,0.000743003632018696,0.00266641162077098,20.3876208888047
"YGL058W","RAD6",-0.938461208022689,3.07921178608311,0.000747467240582615,0.00268053576813455,20.3564780340849
"YHR059W","FYV4",-1.17822074664272,2.83702603276045,0.000748236174896018,0.00268139964440507,20.3514556686989
"YMR039C","SUB1",-1.80552536698057,4.15955019886183,0.000749467029590598,0.00268391648537451,20.341961579307
"YNR075W","COS10",-3.84744841747196,-0.774582299184474,0.000756137162662431,0.00270422346609968,17.8934746298434
"YKL042W","SPC42",-1.10338081026346,1.70869284723069,0.000756202702217714,0.00270422346609968,20.2999208209268
"YLR452C","SST2",0.788771007372913,1.56565808154213,0.000758809222186964,0.00271163492629515,20.2831388040593
"YDR110W","FOB1",0.790268952024375,2.34569239690935,0.000761299532853192,0.00271862097596941,20.2624568652988
"YBR073W","RDH54",-0.760982908422491,3.26369184894589,0.000762915838875635,0.00272247830626175,20.2488989006256
"YML024W","RPS17A",-0.653191270065712,5.30895178593773,0.000775917354615713,0.00276693000473216,20.1597981664165
"YJL001W","PRE3",-0.604246092113335,4.91757283114725,0.000782655542004531,0.00278899988933264,20.1147147885846
"YER015W","FAA2",0.978436705015595,1.6469515573728,0.000792133764552524,0.00281884219036446,20.0583257455029
"YIL148W","RPL40A",-0.594625715710386,5.87346635672535,0.000792140174409234,0.00281884219036446,20.0519996076766
"YGR183C","QCR9",-0.676924739766678,6.05372675170619,0.000793567319616595,0.00282194317157778,20.0426391783826
"YNL172W","APC1",0.944999850226127,3.28569579188537,0.000796129792762536,0.00282907423908199,20.0270033189322
"YIL160C","POT1",0.957897674436062,2.28703493245327,0.000800086253963112,0.00284114545288439,20.0033001535904
"YOL053W","AIM39",-0.923689660589891,1.91932256936759,0.000801951054855396,0.00284577739801237,19.9918645904261
"YOL032W","OPI10",-0.904987965319097,3.86702555203734,0.000809320224381184,0.00286992185712825,19.9411739003773
"YDL192W","ARF1",-0.630643325749116,4.82199010457667,0.000812209770397068,0.00287805519079432,19.9222397560383
"YGR044C","RME1",0.931402531029886,1.99200285634304,0.000812747369751683,0.00287805519079432,19.9227945868278
"YPR128C","ANT1",0.749878940104784,2.668985682347,0.000815266623647658,0.00288413772934456,19.9046923785079
"YOR293W","RPS10A",-0.901013980803632,4.94234297837212,0.000815600980570853,0.00288413772934456,19.900672608164
"YNL178W","RPS3",-0.796179987996343,5.79384930508381,0.000816641755745034,0.00288580851473437,19.8940181975216
"YDL246C","SOR2",-0.991325003258807,2.73646146923456,0.00081824839187173,0.00288947519744412,19.886336632157
"YGL071W","AFT1",0.938891106781607,3.45561762452942,0.000825434081888709,0.00291282436958364,19.8394581471493
"YOR074C","CDC21",-0.964642275668122,1.49456901163672,0.000836644532441987,0.00295033398315306,19.7755339424998
"YKL071W","OSI1",-1.22395074093398,5.07401354234876,0.000841699265449275,0.00296487420493885,19.7390106379035
"YJR159W","SOR1",-0.973029901471155,2.75529057138802,0.000841935526491103,0.00296487420493885,19.7390413285528
"YML016C","PPZ1",0.548778202103586,3.90074890496011,0.00084608283866494,0.00297612994955441,19.7117903870307
"YBR069C","TAT1",-1.03660453365879,1.78640948254413,0.000846303987230518,0.00297612994955441,19.7157366680848
"YJL180C","ATP12",-0.689412057055359,2.87011339909618,0.000847405624840076,0.00297705904455881,19.7046123588382
"YJR024C","MDE1",0.94727644233155,1.82108755266589,0.000848213759555313,0.00297705904455881,19.7084779555174
"YHR154W","RTT107",-1.19267964422297,2.07467846344057,0.000848326986505828,0.00297705904455881,19.7012766568866
"YKR089C","TGL4",0.57268733990193,3.89029009480895,0.000850662776845069,0.00298319446189176,19.6840623167921
"YPL176C","TRE1",0.603178055180584,2.97910289093717,0.000856613005934579,0.00299977528282601,19.648897535628
"YPL017C","IRC15",0.920484355138677,2.32239747633451,0.000856957966174969,0.00299977528282601,19.6484319549896
"YML098W","TAF13",0.613556379587985,2.34951948005052,0.000857163043596011,0.00299977528282601,19.6469837043982
"YNR028W","CPR8",-0.816575175497784,2.90095664671191,0.000860277522894554,0.00300860141959955,19.6271699605132
"YOR324C","FRT1",0.683283696945617,2.57821049185902,0.000862259252117186,0.00301345662921615,19.6159547553792
"YPR135W","CTF4",0.782124200096786,2.65148735347191,0.000873252863395067,0.00304977856968373,19.550937677167
"YOL083W","ATG34",0.623927641380691,2.82081101200734,0.000873910730803877,0.00304997848180212,19.5467123472428
"YBR279W","PAF1",-1.49671224112479,3.61586139981118,0.000875025270556428,0.00305177082684447,19.5398046096881
"YPL214C","THI6",0.619847046936991,3.01036898063238,0.000876746221568475,0.00305512021223212,19.5299734441733
"YGR103W","NOP7",-0.959480452961322,3.91590156507755,0.000877213913428304,0.00305512021223212,19.5266091259897
"YMR203W","TOM40",-0.804764704546004,3.95975765034829,0.000877790545420769,0.00305512021223212,19.5232127692035
"YMR183C","SSO2",-0.75933180706885,1.82980024529107,0.000879599099283861,0.00305931796312565,19.5163137349638
"YKL087C","CYT2",-0.576992626739666,4.54135129566794,0.000880854620969375,0.00306158779280116,19.5051953028723
"YBL075C","SSA3",0.520074652175026,4.41716173063711,0.000887163326331478,0.00308140586259319,19.4688377563858
"YNL297C","MON2",0.617450234293197,4.02680936221826,0.000888821607097406,0.00308505544828478,19.4593866047183
"YBR249C","ARO4",-0.807940015692176,3.74827791035101,0.000893094405899857,0.00309756542316361,19.4350992928553
"YMR208W","ERG12",0.68632146727342,2.38490873359243,0.000893645794591314,0.00309756542316361,19.4343109152113
"YOR058C","ASE1",-0.786023084433424,3.95756297386989,0.0008955298358881,0.00310081071680315,19.4212299376884
"YER167W","BCK2",0.614959710581741,3.5045427021122,0.000895803332325763,0.00310081071680315,19.4198795904692
"YBR095C","RXT2",-0.772622437502173,2.85706287706625,0.000899586664365489,0.00311178547796182,19.3990464028508
"YLR196W","PWP1",-0.780912087732157,3.10057045088484,0.00090191366017242,0.0031177110730807,19.3855964119057
"YJR105W","ADO1",0.816865077125295,4.70680112548025,0.000903612208864334,0.00312145768477081,19.375315552062
"YPR026W","ATH1",0.530286040248149,4.38539949182469,0.000909247794164997,0.00313879014192376,19.3438374211974
"YMR106C","YKU80",0.787985465968393,1.63214027736619,0.000912100671954918,0.003146499464801,19.3331199720175
"YNL238W","KEX2",0.643573241498825,3.41573523838187,0.000918489795265966,0.00316638912448104,19.2930168161785
"YDL014W","NOP1",-0.749055380119513,2.30965066572477,0.000919721675137472,0.00316848484826871,19.287595849414
"YOR215C","AIM41",-0.983182715894484,5.32080954409016,0.000921486771217771,0.00317241344016532,19.2757685386372
"YLR453C","RIF2",0.84612876923959,1.40783786133704,0.000923064637563304,0.0031756925674434,19.2746466772174
"YPR182W","SMX3",-0.760046834772318,2.60741602340295,0.000925977420524281,0.00318355676467319,19.252588524346
"YKL054C","DEF1",-1.50461513429055,6.26710981972276,0.000927118642013708,0.0031853237240498,19.2448728664518
"YOR190W","SPR1",0.858281348301198,1.75923796520332,0.000929957641900442,0.00319222346236009,19.2495280599775
"YPL230W","USV1",0.720932258839641,3.60196673856153,0.000930384152086045,0.00319222346236009,19.2282994155273
"YEL050C","RML2",-0.525678206068585,3.91733274180792,0.000931714437126791,0.00319462924492225,19.2202003492501
"YDR208W","MSS4",0.475381751967605,4.33305645117871,0.000935553437674987,0.00320562777092684,19.1992330642673
"YKR105C","VBA5",0.875113869586359,1.30917524878536,0.000937135086332357,0.00320738144929303,19.2102396477903
"YDL236W","PHO13",0.923926138373017,3.6043304671357,0.000937328489710685,0.00320738144929303,19.190307581169
"YLR094C","GIS3",-1.26202124949236,2.50468200600432,0.000939036251488667,0.00321073912419994,19.1829392517645
"YGL080W","MPC1",-1.09961384468387,2.90366199844352,0.000940076493088685,0.00321073912419994,19.1759053946221
"YNCB0014W","TBRT",-1.02104732497579,1.89877656444881,0.000940565508805377,0.00321073912419994,19.1770558913813
"YGL256W","ADH4",0.819396394138256,1.76966893755662,0.000940838876882535,0.00321073912419994,19.1757947288203
"YOL040C","RPS15",-0.784404174671094,5.30495563932578,0.000942355724821087,0.00321375578955103,19.1625028317018
"YJR074W","MOG1",0.66595431052059,3.12253475093997,0.000947468479384294,0.00322755391173854,19.1364260463135
"YKR074W","AIM29",-0.716126291120586,2.59835535632267,0.000947691648024758,0.00322755391173854,19.13548329042
"YLR082C","SRL2",0.654174634669132,2.09846420656608,0.000948308475051969,0.00322755391173854,19.1336324711509
"YKR099W","BAS1",0.778513675188908,3.01900995466359,0.000957945469773262,0.00325816952143913,19.0809167307688
"YKR057W","RPS21A",-0.664961520794835,4.17328002478399,0.000959057601193729,0.00325976874087132,19.0743045403656
"YJL173C","RFA3",-0.869592932136621,2.58476998403816,0.000962021259083593,0.00326765481847925,19.0600539411838
"YOR369C","RPS12",-0.757296184060887,6.16474346691664,0.000963532328622047,0.00327009195103029,19.050570955454
"YER094C","PUP3",-0.532170893526149,4.5038334253708,0.000964026713409283,0.00327009195103029,19.0481378217289
"YGR204W","ADE3",-0.735582101482762,4.66041450687367,0.000966412423361625,0.00327599618546751,19.0357570310324
"YJL144W","ROQ1",-1.26295019488991,4.64527851453171,0.000969244951729051,0.00328340618070722,19.0211217090073
"YPR174C","CSA1",-0.877464222742629,1.38421780080626,0.00098495822025271,0.00333441189496217,18.9479677608832
"YIL022W","TIM44",-0.743046721945558,2.5935549581394,0.000985908425752049,0.00333531849918559,18.9368836095328
"YLR137W","RKM5",1.06974709949375,1.87042563968534,0.000986539658483017,0.00333531849918559,18.9375075501795
"YNL175C","NOP13",-0.953873235428501,2.92504930926287,0.000998739373355284,0.00337431705781646,18.8718862397755
"YHL035C","VMR1",0.730009921924003,2.47360027428262,0.00100001788179854,0.00337611519620042,18.8662377804333
"YOR052C","TMC1",-0.629887814357576,6.23022944696294,0.00100081217406536,0.00337611519620042,18.8603809303735
"YHR149C","SKG6",-0.803714114176045,2.10325836822102,0.00100126614522998,0.00337611519620042,18.8610278683712
"YNCD0010C","SNR47",1.71606824949332,2.44394316727339,0.00101691282167099,0.00342659808125104,18.7839667384742
"YIL076W","SEC28",-0.650400355576666,3.36095586651404,0.00101814569518336,0.00342847734757367,18.7754701629772
"YGL169W","SUA5",0.66473619144458,1.87890058062267,0.00101953120549774,0.0034308677677386,18.7731578569207
"YOR377W","ATF1",0.533710489347517,3.33619385501736,0.00102116830576334,0.00343410109712995,18.7606778508384
"YKL188C","PXA2",0.765791295576335,2.54949627977963,0.00102269290727628,0.00343695207355987,18.7543887884636
"YER146W","LSM5",-0.87595965115395,2.47303102533616,0.00102376915825176,0.00343829350899634,18.7492340364499
"YMR173W","DDR48",0.604210962067297,7.58514480579739,0.00102561394460967,0.00344221256492262,18.7383936958905
"YML065W","ORC1",0.659717723335974,3.32531639818179,0.00103155748651485,0.00345987378898441,18.7103935910414
"YDR060W","MAK21",-0.882854377912317,4.05124671798945,0.00103805771394929,0.00347793946832683,18.6788177162494
"YMR074C","SDD2",-0.548617115400443,3.08819151927256,0.00103831355533349,0.00347793946832683,18.6781210840241
"YGR152C","RSR1",-0.84801123453649,1.51940132643727,0.0010395770482649,0.00347987623671007,18.6767198408349
"YER050C","RSM18",-1.53636401766468,3.85537585233017,0.00104436890889611,0.00349052853879361,18.6489819132761
"YGR206W","MVB12",-0.745726193492226,1.88631819117746,0.00104468846459458,0.00349052853879361,18.6506732801351
"YNR062C","PUL3",1.29796669928296,0.318245364928148,0.00104482146100163,0.00349052853879361,18.5989989371466
"YBR230C","OM14",-0.564554326725336,5.70085923923846,0.00104783803567721,0.00349746048938437,18.6319972707097
"YBR024W","SCO2",-0.752942702942731,4.03936617383427,0.00104827390012663,0.00349746048938437,18.6302684098601
"YJL155C","FBP26",-0.615922147595862,4.21489202618046,0.00105203082197294,0.00350769042283557,18.6125364291623
"YBR150C","TBS1",0.596695597016866,3.34888547907447,0.00105441046231298,0.00351331780027907,18.6016989733038
"YOR034C","AKR2",0.68349731234214,3.3848180749433,0.00105551035804745,0.00351467645781308,18.5965365367204
"YMR266W","RSN1",-0.561906676031288,4.34576311620788,0.00106213657172216,0.00353442300865344,18.5651488986376
"YMR026C","PEX12",0.771976120586288,2.45843056017034,0.00106295189347524,0.00353481972172056,18.5631886318217
"YLR313C","SPH1",-0.922718585734774,1.17056653598467,0.0010664851902693,0.00354393787444029,18.5536798212413
"YHR082C","KSP1",0.693340288605499,5.4930818545428,0.00106708960417865,0.00354393787444029,18.5419479039586
"YCR057C","PWP2",0.655201328824617,2.05115194789386,0.00106788425150808,0.00354425897330591,18.5416719097973
"YKR017C","HEL1",0.795079672460835,1.75619659075266,0.00106937320552907,0.00354688251971039,18.53638273365
"YBR021W","FUR4",0.841036509871912,2.37223337725741,0.00107592682372156,0.0035662900854165,18.5038845235149
"YDR137W","RGP1",0.720676766707258,2.47601385160352,0.00107933512957434,0.00357525361251045,18.4882659425768
"YNR034W","EGO4",0.566282972932522,2.36944799566922,0.00108006908824918,0.00357535256201389,18.4843854541417
"YML057W","CMP2",-0.517699840580447,3.88293902348692,0.00108311962594665,0.00358298045168812,18.4688087309658
"YKL032C","IXR1",-0.737337365912371,4.00834075607791,0.00108378455568983,0.00358298045168812,18.4659661735703
"YNL009W","IDP3",0.887666595341357,2.07078425542062,0.00108493271969327,0.00358444264840757,18.463214883774
"YGR076C","MRPL25",-1.41764282523865,2.51322180920625,0.00109398471560859,0.00361199895049443,18.4215827864522
"YCR097W","HMRA1",-1.36535346538997,3.63182909468263,0.00109658527880962,0.00361823264833999,18.4082636820274
"YKL142W","MRP8",-0.649668959638199,5.54167489230375,0.00110191836995718,0.0036314091026281,18.3837757390741
"YIL128W","MET18",0.71332249276758,2.61984985594116,0.00110200894587434,0.0036314091026281,18.3855808718456
"YDR382W","RPP2B",-0.62076046935707,4.74397571724256,0.00110660158663692,0.00364417824704427,18.3630038572441
"YHR110W","ERP5",0.630509616982311,2.80138782595638,0.00110970935364075,0.00365204413336858,18.3503956314251
"YGL094C","PAN2",0.608047388452828,3.71276891487098,0.00111558027211384,0.00366806436938242,18.3238613339666
"YLL001W","DNM1",-0.533862545842535,3.86492085911221,0.0011160219477542,0.00366806436938242,18.3217391817717
"YHR165C","PRP8",0.621355052646425,4.79703021721118,0.00112005691025493,0.0036789450131142,18.3038304199384
"YHR002W","LEU5",0.769922189843509,1.92551401991502,0.00113250208208266,0.00371568686340331,18.2543997203848
"YJR118C","ILM1",-0.643146488142572,2.59933937746173,0.0011327064325617,0.00371568686340331,18.2501349566807
"YBL033C","RIB1",-0.673790123184196,4.17141730644988,0.00113354567634087,0.00371603934438924,18.2453983619366
"YLR061W","RPL22A",-0.817961660026561,4.67499289176118,0.00113949570455956,0.00373313495984094,18.2196922930253
"YIL037C","PRM2",1.05689042859438,1.37910919160301,0.00114031212844108,0.00373340102399986,18.2274592375323
"YLR455W","PDP3",-1.01925491710845,3.19997099382336,0.00115111314211375,0.00376633539668404,18.17095792579
"YPR041W","TIF5",-0.808610835003775,2.80993399517469,0.00116058644187892,0.00379345019790888,18.1313631886711
"YJL170C","ASG7",1.04574824062191,0.425711896713591,0.00116089436934825,0.00379345019790888,18.1733732209945
"YMR033W","ARP9",-0.626653490360534,2.99766600903236,0.00116674366833868,0.00381011212078701,18.1053179056899
"YOR224C","RPB8",-0.578116865871669,2.67741540182121,0.00117302589200653,0.00382816547532723,18.0796210018014
"YJL074C","SMC3",-0.937148965397444,3.65828971777342,0.00117714218336325,0.00383913166802735,18.0618539448726
"YIL136W","OM45",-0.868669261496236,6.28178194631799,0.00117960066353688,0.00384372768070716,18.0511807483578
"YJL053W","PEP8",0.539986588754199,3.08269165994385,0.00118035326270409,0.00384372768070716,18.0490010074969
"YNL162W","RPL42A",-0.6025812575596,5.579158788961,0.0011808222099061,0.00384372768070716,18.0461574184925
"YJL050W","MTR4",0.624263667858694,3.91012366691963,0.00118534588846894,0.00385598105166258,18.0279621083978
"YDR064W","RPS13",-0.822250494054165,5.56845355989983,0.00119245754672995,0.00387663215255741,17.9986175648037
"YNL156C","NSG2",0.518820904983741,4.42996193557892,0.00119384651633861,0.00387866449773991,17.993113053053
"YMR297W","PRC1",0.829478282231093,6.42181947888042,0.00119529055928836,0.00388087305630838,17.98711908988
"YPL132W","COX11",-0.605197980431282,2.77765856013658,0.00120035962256459,0.00389484099896676,17.9677486645784
"YBR195C","MSI1",0.754277941069619,1.68516265852501,0.0012111811412613,0.00392566204100291,17.9283929554605
"YIL021W","RPB3",-0.584846120667248,2.3836300060797,0.00121140457232209,0.00392566204100291,17.9240327243318
"YJL058C","BIT61",0.86551805519086,0.923738959743275,0.00122057742709803,0.00395286490740038,17.9006346499153
"YHR060W","VMA22",-1.34077570353865,2.00943777427015,0.00122384186067526,0.00396091075112108,17.8769551519151
"YGL186C","TPN1",-0.619155276745487,5.03514549536852,0.00122487181551561,0.00396171915871865,17.8690389249439
"YMR202W","ERG2",0.772493093649122,3.36645788830233,0.00125561199943149,0.0040585599828855,17.7508018318129
"YJL187C","SWE1",-0.741721349544966,1.92818381970013,0.00126049631657069,0.00407175591319716,17.7341182516428
"YKR062W","TFA2",0.700665634188493,2.92580311665749,0.00126616297225567,0.00408746063135047,17.7105935922494
"YHR052W","CIC1",-0.991252489475922,3.01349764505684,0.00127259151974903,0.00410560339090572,17.6863751128991
"YOL087C","DUF1",0.500896959915073,4.40183127087359,0.00127764563379181,0.00411830682515453,17.6665064549001
"YLR292C","SEC72",-0.714345290779457,3.21747434566433,0.00127815115329727,0.00411830682515453,17.665170259729
"YCR084C","TUP1",0.778105918091496,2.43795078306764,0.00128600098390757,0.00414097209656477,17.6369279087565
"YLL024C","SSA2",-0.627089135724878,8.13814159726248,0.0012884900786759,0.0041463578070445,17.6259053336151
"YFL042C","LAM5",0.63737952640722,3.41493435620768,0.00129043787766396,0.00414999591056212,17.6192875123531
"YBR048W","RPS11B",-0.845301329213991,3.76985579905411,0.00129297693763824,0.00415552967678924,17.6096992375821
"YAR035W","YAT1",-2.46905399437073,0.343448597631142,0.00129724374507768,0.00416660577957271,17.6401217747797
"YDL073W","AHK1",0.768191757786195,2.68276131996049,0.00129963784955544,0.00417165676361726,17.5863313470743
"YJL020C","BBC1",-0.935133621966467,5.41287804880127,0.00130110478385351,0.00417372715881751,17.5794344438474
"YDR379W","RGA2",0.880464611028282,3.68190069782232,0.00130698154533664,0.0041880405904243,17.5583758319193
"YDR313C","PIB1",0.509805652145478,4.10189291495057,0.00130757241444843,0.0041880405904243,17.5559185992353
"YDR302W","GPI11",-0.588133533847614,2.47233527520832,0.00130804103513449,0.0041880405904243,17.5554250274951
"YNL066W","SUN4",-0.809212139472652,2.87983878748379,0.00131350495653871,0.00420288479477227,17.5352385718483
"YEL007W","MIT1",-0.872708645303066,3.94634640716057,0.00132950828398853,0.00425141251013461,17.4769110542535
"YDR366C","MOR1",-1.051501273824,0.552070130400387,0.00133298306298751,0.00425984140582164,17.4967016252127
"YDL053C","PBP4",-1.1307482252136,3.17247057788527,0.00133570523771845,0.00426315026989916,17.4554481254137
"YKL050C","LPX2",0.726904676252722,2.87834288853919,0.00133588919826045,0.00426315026989916,17.4549104843314
"YOR299W","BUD7",0.554199281892386,2.95898819081498,0.00133653706768008,0.00426315026989916,17.4524038392381
"YOR230W","WTM1",0.974588851328222,4.41808544852575,0.00133825549833195,0.0042659519275139,17.4456183899547
"YBL042C","FUI1",0.722556299796832,2.9184051152323,0.00135164392296554,0.00430592712723902,17.3991856473647
"YMR034C","RCH1",0.668511253231789,1.84475125707487,0.00135603012613249,0.00431719183730456,17.3873139269513
"YNR017W","TIM23",-0.777996086393517,3.11060305038557,0.00135703664263863,0.0043176892677437,17.3802013974648
"YHR161C","YAP1801",0.481092274782524,3.78795431066996,0.00136158755107026,0.00432945622062291,17.3638364991176
"YNL169C","PSD1",0.627405369940409,3.15689846959826,0.00136260080150904,0.00432996675222962,17.3607489266792
"YHR104W","GRE3",0.589302788474168,5.27475338749721,0.00136496974889425,0.00433478197929019,17.3517312705222
"YJL148W","RPA34",-1.05853812065952,2.48325856606043,0.00137608033330363,0.0043673349578224,17.3149469686294
"YHR151C","MTC6",0.998952666111193,2.39765755491684,0.00137963012182329,0.00437376841290279,17.303402819748
"YFR037C","RSC8",-0.645736632634363,3.51606798848846,0.00138030688718519,0.00437376841290279,17.2993895128568
"YAR050W","FLO1",0.749357746254511,3.16184875180512,0.00138069136783836,0.00437376841290279,17.2983369237401
"YBR063C","CNM1",0.763854334107573,2.74738402824051,0.00138403436572495,0.00438162500570528,17.2872787098681
